indiv,freq_x,plate,cage,treatment,sex
2428__Chrom_31_6_H7,0.127619915,Chrom_31_6,T0,T0,male
2428__Chrom_31_6_H8,0.119107466,Chrom_31_6,T0,T0,male
2428__Chrom_31_6_H9,0.20890371,Chrom_31_6,T0,T0,female
2428__Chrom_31_7_A1,0.112193035,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A10,0.126004569,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A11,0.114051219,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A12,0.211072268,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_A2,0.209691378,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_A3,0.161323306,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A4,0.16505817,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A5,0.157456024,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A6,0.16628809,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_A7,0.214780828,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_A8,0.207817783,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_A9,0.14192309,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B1,0.217304102,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B10,0.215020715,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B11,0.215402473,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B12,0.212066411,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B2,0.21785155,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B3,0.146019593,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B4,0.16236437,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B5,0.127981771,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B6,0.163928828,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B7,0.114295279,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_B8,0.197747948,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_B9,0.210496009,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C1,0.112458976,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C10,0.145989129,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C11,0.215911892,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C12,0.21389979,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C2,0.179282634,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C3,0.122729026,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C4,0.167956062,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C5,0.161090072,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C6,0.151213903,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_C7,0.215522452,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C8,0.219281767,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_C9,0.21844352,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D1,0.111298379,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_D10,0.215254245,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D11,0.21547525,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D12,0.216573711,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D2,0.211983891,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D3,0.188589502,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D4,0.142265694,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_D5,0.171961326,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_D6,0.173712721,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_D7,0.116828999,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_D8,0.212319813,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_D9,0.213635628,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_E1,0.113885328,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E10,0.115492191,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E11,0.210929976,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_E12,0.129770164,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E2,0.117916952,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E3,0.13147604,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E4,0.160793783,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E5,0.193341434,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_E6,0.191063043,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_E7,0.126088009,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E8,0.114732117,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_E9,0.116310337,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F1,0.112603903,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F10,0.216526047,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F11,0.21771326,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F12,0.129778636,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F2,0.210763312,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F3,0.194811784,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F4,0.169906253,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F5,0.172925846,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F6,0.205168147,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F7,0.1316019,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_F8,0.211911421,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_F9,0.213023508,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_G1,0.114582432,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G10,0.139340598,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G11,0.215265733,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_G12,0.137153533,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G2,0.118762977,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G3,0.138470327,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G4,0.171803737,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G5,0.211475838,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_G6,0.16806236,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G7,0.130997815,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_G8,0.21370026,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_G9,0.208881411,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_H1,0.111524604,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H10,0.208293559,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_H11,0.120140702,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H12,0.122422837,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H2,0.111896178,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H3,0.185962098,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_H4,0.16619314,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H5,0.166328814,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H6,0.162493082,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H7,0.212471505,Chrom_31_7,T0,T0,female
2428__Chrom_31_7_H8,0.127039397,Chrom_31_7,T0,T0,male
2428__Chrom_31_7_H9,0.203863666,Chrom_31_7,T0,T0,female
2428__Chrom_31_8_A1,0.169640649,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A10,0.210034953,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_A11,0.210081643,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_A12,0.21566264,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_A2,0.131097515,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A3,0.117408621,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A4,0.114314908,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A5,0.20384321,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_A6,0.13406338,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A7,0.11981654,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_A8,0.201617125,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_A9,0.147224285,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B1,0.21788119,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B10,0.210989799,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B11,0.130869119,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B12,0.212246472,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B2,0.219803379,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B3,0.215711592,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B4,0.220742525,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_B5,0.144239192,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B6,0.127542192,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B7,0.117146904,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B8,0.121527975,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_B9,0.117508864,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C1,0.119292731,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C10,0.215702465,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_C11,0.213131137,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_C12,0.219019729,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_C2,0.207823704,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_C3,0.213142357,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_C4,0.139273951,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C5,0.124943614,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C6,0.11729576,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C7,0.112757649,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C8,0.113560717,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_C9,0.209848341,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D1,0.218133144,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D10,0.116194424,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_D11,0.20603243,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D12,0.125624001,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_D2,0.142454997,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_D3,0.21012318,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D4,0.219021583,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D5,0.217406443,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D6,0.15008889,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_D7,0.195785445,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_D8,0.130484881,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_D9,0.213107023,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_E1,0.213683064,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_E10,0.126827139,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E11,0.216474415,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_E12,0.151477256,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E2,0.216630402,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_E3,0.119881722,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E4,0.117960332,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E5,0.115767904,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E6,0.117049837,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E7,0.115803277,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E8,0.162501076,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_E9,0.197962938,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F1,0.207666796,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F10,0.124334946,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_F11,0.213462801,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F12,0.142303226,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_F2,0.139646773,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_F3,0.213028324,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F4,0.219736023,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F5,0.218736191,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F6,0.145518088,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_F7,0.216782644,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F8,0.223873678,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_F9,0.162577721,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G1,0.21891805,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_G10,0.118352433,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G11,0.218770634,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_G12,0.130371392,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G2,0.13109211,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G3,0.211613039,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_G4,0.120380791,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G5,0.207221198,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_G6,0.129054606,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G7,0.213836934,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_G8,0.159273364,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_G9,0.130204486,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_H1,0.117923714,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_H10,0.137119255,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_H11,0.212090369,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H12,0.21823147,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H2,0.113427271,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_H3,0.214392852,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H4,0.216215842,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H5,0.215492675,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H6,0.140602788,Chrom_31_8,T0,T0,male
2428__Chrom_31_8_H7,0.212891504,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H8,0.213462938,Chrom_31_8,T0,T0,female
2428__Chrom_31_8_H9,0.213360295,Chrom_31_8,T0,T0,female
2428__Chrom_31_9_A1,0.206353544,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A10,0.126588621,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_A11,0.117055784,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_A12,0.209381242,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A2,0.2172522,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A3,0.219619093,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A4,0.217518586,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A5,0.144298971,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_A6,0.132237919,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_A7,0.211833227,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_A8,0.141609611,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_A9,0.216968789,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B1,0.121439581,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_B10,0.216143133,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B11,0.124206568,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_B12,0.211476841,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B2,0.213532152,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B3,0.215835544,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B4,0.2160548,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B5,0.220011033,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B6,0.21456483,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_B7,0.130781369,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_B8,0.1182511,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_B9,0.206793781,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C1,0.12886845,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_C10,0.212517125,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C11,0.214462358,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C12,0.132419297,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_C2,0.118527345,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_C3,0.209714253,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C4,0.125083443,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_C5,0.11608656,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_C6,0.213060113,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C7,0.215245476,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C8,0.214993015,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_C9,0.136018505,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D1,0.121419269,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D10,0.113870666,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D11,0.208562648,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_D12,0.216970805,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_D2,0.120450882,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D3,0.117198694,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D4,0.212361751,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_D5,0.122205511,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D6,0.200902684,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_D7,0.129103611,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D8,0.136201501,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_D9,0.116307934,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E1,0.218215634,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_E10,0.114979852,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E11,0.114966632,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E12,0.118330625,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E2,0.219670862,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_E3,0.218487373,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_E4,0.148330416,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E5,0.217166251,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_E6,0.135460632,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E7,0.126250627,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E8,0.122748933,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_E9,0.116747859,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_F1,0.217446458,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F10,0.216340856,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F11,0.2184383,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F12,0.22022796,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F2,0.217591481,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F3,0.129673472,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_F4,0.125954467,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_F5,0.121643273,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_F6,0.209416649,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F7,0.124634315,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_F8,0.218334098,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_F9,0.14915189,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G1,0.219498501,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G10,0.127941841,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G11,0.218484722,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G12,0.142704618,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G2,0.220588403,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G3,0.217786883,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G4,0.124966093,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G5,0.210372317,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G6,0.214624876,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_G7,0.144329554,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G8,0.121479824,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_G9,0.212622624,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_H1,0.119399417,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H10,0.114646971,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H11,0.206225382,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_H12,0.126351991,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H2,0.114749982,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H3,0.113501783,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H4,0.214610291,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_H5,0.134989143,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H6,0.215115824,Chrom_31_9,T0,T0,female
2428__Chrom_31_9_H7,0.135072863,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H8,0.119510054,Chrom_31_9,T0,T0,male
2428__Chrom_31_9_H9,0.115908112,Chrom_31_9,T0,T0,male
